destination_iata,city,country,attraction_name,category,description,tags,best_months,image_url,formatted_address,rating,user_rating_count,latitude,longitude,google_maps_uri,good_for_children
BAH,Bahrain,Bahrain,Marina Beach Garden Park,park,"Waterfront destination with picnic areas, kids' rides & playgrounds, plus shops & resorts nearby.","park,tourist_attraction,point_of_interest,establishment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJsY92PLKoST4RWzkeuLq0ElQ/photos/AU_ZVEE0OqhFdSIZ6ZELH_fYkdG0n-HTGvGz7M46zpCZY_JwmODs_SIlQrN0gjWxGKIhXIyK_vkZAdnUxmj42z9-slkByCT3EguY_MHCLgeIEnwVAww8d_jXh-VHlOokQijqMMUIGstab2aXpe4WTw1vruDdVWy9aFvWYsq0zDkp1KbGqbVKZyJ_RfF0DlY0quOzo5h1I5djZejddxX7_U6naCmgDI8hfW5n47T0pGL6yfZ6S0cZokRoMBjmWIxJod3UHu86VjCC9Urj6zFexUS-9DJ0JbqFyf9jVNr408j-wXUPV8UPDhO4uKShssUd9yFA6ap4nCZ4op1vjc_xB9pwIGvVsHEMlCTOvHnX3Eem_5k7AbaSIvy2D2_EqdUIZI0yt5KTX4wQg7wLn5gaWWDdvPcMGzN-1ECyDEMm8Sps3ZETQ_YY/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"6HJX+PRX, Rd No 2407, Manama, Bahrain",4.1,9126,26.231859999999998,50.5996129,https://maps.google.com/?cid=6058103162812643675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BAH,Bahrain,Bahrain,Khalaf House,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJTZ9aXFyvST4RAAq2BE0ZQ2g/photos/AU_ZVEH7g41l17wAhwUW86Zkm8RkC8NLm_f_Wsu-PSCeFC5Bz9agWvdQo-vPhmKWSbHVhw91ooVm2nf0X-cP6X4RPt16oc6d92OK_hwuIUtblsUawxMHytH9bZhs3AP770MR4AHwy8I1VhxnB4VhaaQ-WMLu5gqi3fb-3-p9tjrkqnlqO3e-NitahK5zRGAcj7nVRevFnQE-dnKuT9F7z3jpqfK-iIY2Jh8z2-outqYLNpS-r-Dgotd_fozchbHtp9nnPhxZAAtypy2Ws5qyGQL0x-rCDGN6f-d7aBJ3n0DPTw1CHvWMs6oGXU9PLRL9YHMg17YsBDrJQffqPNZ2Y_PxYlyHW-8fawxvg4TGTi_QBqhFoLyNEBSC0QS_XcUW0FiEODYXbKGkit-DF3iOdyLwZTbQt-sNsUbCWjPKOB4K2UcbbA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"6HHH+MPX, Rd No 109, Manama, Bahrain",4.3,125,26.2292435,50.5793703,https://maps.google.com/?cid=7512876421966334464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BAH,Bahrain,Bahrain,The Pearling Path,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJW92CjtCnST4RW8eQoDLjNcw/photos/AU_ZVEFwgR1Nd3o1Ym2MY6hKwp3PEDryTtDC2qQXauTtXdUFzwB-u0p1f5y9p9KB4N1LuqAyCnnvJ57q9WlcbhpmaKVtF3QhlZLIXvinQx_l0qZ1YuOWIAgmF-Mor4jWARn-N_cWF2RuYMRF6cHwzZ2SuQqKjDIB6LL49mlCqUogrTc3104KSSO5N5np3bWUwbbGZgFalbf_xwwT-CDiRyGKvNgqPxxvXz5WibsvITAnjIvoLVIBFYfpWzSjZsu79--Hj9kQGj1y_jZ2TvY1LE-CDRbfr3Awub2A6mq9a-a_oxyNLkyvGRrF1pGcehZ2OAEfmxcaQmDUAL-ZXRI1GhzHqwbtvAgOG_WJVJBzw-eKRNslYi5hr6kRlQbOUIG-u43V72Kngu3xG5dCdy_hsTz2jTnmBIDUhgAGTtdafSzs1V90bNpcLJIRTBNJsI4otUke/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"7J47+262, Rd No 911, Muharraq, Bahrain",4.5,38,26.255115999999997,50.612821999999994,https://maps.google.com/?cid=14714917164084676443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BAH,Bahrain,Bahrain,Juffair Beach,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJoREh65SpST4Rf587X6Viaa4/photos/AU_ZVEHWjHMpRFDuC-gWkwzC0_ZffQCL1yipM__5-8L98LPyjtrepDhXvfIcL24ZPeW0svN9rAsVouQIW5WAFXUzaGWh1QGMCR71CfhB4bGMf1F9a-stsEkNvwCrhZPozfYKiRiwhH16c1Tp4spgdiy0isjaxaS5Tjn3HuIuUUsWTUhVzu01fnxEssE4ifPLQBEQn7qiLbDKmNcX_JqRlkI43i4MnmMT5ntyticC5S77gmeNlI4LiRMmWpUZ6sF0uMEq9s0MGq3NKGCYURkxrjf0FCdaOz9zRL5Fpy18V_aJSnoxfDd-F_MZQbKYXx9Wqy2AWmBGlULHpNKpI6AFYDxGkfWlGI1UlyMObpjVQwIQ-yNIHiYz22WYsHSLQOiz0PanFk94OtBK6JHWyESnOnAu8nVqsoRsuA6VbZ7fY6JPTVw/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Road 2469، Manama, Bahrain",4.2,814,26.2260518,50.6136714,https://maps.google.com/?cid=12567684697560948607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BAH,Bahrain,Bahrain,Fresh Water Springs in the Middle of the Sea,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJlwh4GwOlST4RM0ZbBpDTuLw/photos/AU_ZVEHIQ69M6Kh1PM6c-2Zsr33SRlUJXOEQ19l17_8o0xz96WREtD9o2YCk_TLa1dOmqBw4gF4xYnpehTDpzfe7SBuxNCJ-kK4-nPqvplIu-D_7g5-k9hLCO-dYrjgWzt7Xx5VUCZuYzpg8hIh6a_H9aYOs-0NnD1TGsZ81V_hap8yFUf8buT37FKtAFOsrsD8SeXAv1BCzJHMyOQsEGzwMVXRsPhl5RtcBdGTCs-hBFsNa99NHV_Ac4Yee-N5fR9zvYaYpM7wLuwHJ4UPJRSssmQue-Jzu_w0qu2jtAe8_fMgAHHgUy8384pKrtj8sqMdal0NptzziOIHe1btvtBtJDMqHVH_72cyuKYX1Nlo5uxIZnNnsnOGv1_GJW1hgbMyM-qrYsQ2j5y0vL8qr9CpPs5aWvbT4HI5l71E2W0Nupb5XwRis/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"6GMC+VF5, Bahrain Fort Walkway, Al Qalah, Bahrain",3.8,23,26.2346355,50.521231099999994,https://maps.google.com/?cid=13598851690380609075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BAH,Bahrain,Bahrain,Barbar Temple,tourist_attraction,Archaeological site featuring Dilmun temples & other ruins dating from 3000 BCE.,"tourist_attraction,point_of_interest,establishment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJvaV0Fu26ST4RJpDoNa7i6L8/photos/AU_ZVEHqYk9gtOGYsvagHRZJq7-Nq9STG5D9_eaStbT9dkw2N9bFen-62wJ1HF_LxZA24o4fDKh5pkJXvwW9Bhsg-gz_-XRPxOtq1IvsSMstgX7PNqY4vcVz87vdXE4Hmrzmqt91nGmy7R6iOvwV60lCRUSvfAHo_8Nhcz2jxZg937c6_0gPRIH6g3mP8J9KRMMdxWZ9y_uwbVCRFp5H1rB2L83Di2_RV_wfpfb-UoImbbwcqLowqo2fSj51O1D_HcDALDX2I9VTAqM-2Jw3G0LFTYD9ufveL9VDVarC3xUNC3jn2FDmH7G_HBxaqBD5JNMn6sdYYzl3CH5mp4dUOw_atBecw9umku8V5HkwfT5ajkDw3hmfoUf7gNh8Urri9o5QLDvqsZbtjLicvWe0lQ89Qyq5AHdGqeGTWAEYx7JrvbjCaiFKsL39u5UwwkT8QH8n/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"6FGM+FJQ, Barbar, Bahrain",4,337,26.2262234,50.4841093,https://maps.google.com/?cid=13828551893697728550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BAH,Bahrain,Bahrain,Adhari Park,tourist_attraction,"Theme park with indoor & outdoor games & rides, plus shopping, food court & live entertainment.","tourist_attraction,amusement_center,amusement_park,point_of_interest,establishment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJO74926SvST4RrSrxaG_Kr7w/photos/AU_ZVEGneh28FXN5wg18T_tX8tac8W_m3GZDDLLqWQPAhi0aBkR4znnCsYvc_XgqA1JhUmVr7t-JShFe9lyWkRjeAQol-UeIDdPn9b8Pq8dLJreO6i__RZ8w03MYSwKI1hcVatMJiXN54Pc_22hQkoIW2qfw6fLsx5GCkyGuMLn0qwPQ1Bc8r8pSW6CekLR0EGPfWKT8FYgY126sR--FBJmai3RHNAj68baj1bYHlemXg1R8e-277WXn779hyfymJcFo5ERnIlPQpsotzPaYF4WneFHCamtYP5vz4jP2KnR98Gny_Usnd7JO6FycDalQ6_JvWKOj6gblcYTqqAPVTDDKwFIe0GATtHGkY_OyMZam7NO4hAGsCVlBwUDwxIbH_WX1Yfw50VEYDkKXhR6r5joR4Xk9bEdx2iuA61EHfoJ8oagh0A/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Building 111، Manama, Bahrain",4,6966,26.198258499999998,50.545885500000004,https://maps.google.com/?cid=13596308379905632941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BAH,Bahrain,Bahrain,Sar Burial Complex,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJV_IBN0GwST4RZUSrqkwpw_s/photos/AU_ZVEH4UJqTi14zB1g39qxR1pYQTiMCDddEqJzRgYqZww9xw1ILzFwSDI4yBKOEOVzO1EcXVVkc9abzG2qM6L0rCjhsYaUWMohLSyXEPlqjZZPwLA_HJZZBivu368JMmw3xDR-MPfByU8ReCPYasno6bgWZuV-dFdwIrRkA4EVO7dVb_MleUcLl3BCzuhyP3Hjo1ZQcdtq3sADPWmILrgnYwKXdYc7r0e1Uj0m4qTzt8DKkAIpsPZSVymsH8P4ED2Md8-B_nFvtd1yHsD_EF2KN9WT7KOQfMLEJZ1mnWFywRS1DqIDnhYnmQOT1W8OqH5rFM9Mziir6xPcuCWAl5gnyXL0mz3PAOnUZ2Da1Kq0eMW8XiMFdjJKXGys-vlEr81goubJNPtDItwFg8_x4N969gd7F4flEjqK2qy3AlwyGTeX_cRQ/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"5FMQ+2M2, Saar, Bahrain",4.1,32,26.1825226,50.489151299999996,https://maps.google.com/?cid=18141389133236094053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BOS,Boston,United States,Museum of Science,tourist_attraction,"Venerable institution with interactive exhibits, dome-shaped IMAX/3-D film theater & a planetarium.","tourist_attraction,museum,point_of_interest,establishment","May,June,September,October",https://places.googleapis.com/v1/places/ChIJLxyMQZZw44kRxTZwZ5PGulc/photos/AU_ZVEGAKNGFCHehZVyKv-kjXgGvMb9V-IX1gj9UN1V895OgIpXylaKR0Jzh1tG6s3po8jHaOSHY-WA87ukRXofbC8vf2Bdln0E66YlUWSfq_6ob1Us9RHHtw-lEAzEmVxT-Uwrali90tF8UL3RhXyvtasksGfD38QGRTVIObgpD6p-toomfsPI6WpxgwHsGTbAdwi4H2vaRy60rtPHTK-Xz44XJQAWsC1XEx3XaX4J5LuilJ-tBGCbU3b75gPWFDVicbNyGMEV9D8rG7JLOfn1o6v-t4aRsb9cLHIt2PFqJfJ9d9tHydKRUgh_t4NHkE3-N2BqIeko-x3fXMsOUjnCD3QGPlemOsRaNngditl1Ctj2Pv0315_u280Jy3qKo-rB3W4jXB38d6O70uIIjSEGqN6THDNtbIIy9WbCMFicC_q1tS9ID/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"1 Science Pk, Boston, MA 02114, USA",4.7,22895,42.367714,-71.0709771,https://maps.google.com/?cid=6321583363365811909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BOS,Boston,United States,Boston Children's Museum,tourist_attraction,"Fun, hands-on educational exhibits aimed at kids 11 & under, plus a play space for toddlers.","tourist_attraction,museum,point_of_interest,establishment","May,June,September,October",https://places.googleapis.com/v1/places/ChIJ3wdaBoBw44kRw03LAexT5_c/photos/AU_ZVEG84ytR3BWJ-2mVPpEii_w6ebxt9JuCdqnbYT9hM3MMBUajguIxAkvmn5uUE25A_UPjKZmeSTlPBBxVCCrYAQfNZBucmnviHd50VqeRCXcS-v0g7dNCnReV3AS_dus9GfqX50ShhA5S4xQoPG2w5y_GaZD3fpmnqs0MgYmaSjSovnNz_c82wNWrnJHDeKE6__nmO3LEYrMV0LmWGLSrjlBnQS8sU1xyhtHB5E5IyNFwC-RvZX7dFQRAlrV0zDNrDLBXVRmWAsJWkSlRuTvkgYLVWa-hPDjI9Z3x5OzR-nhnaxjGZIo28A0quLbz3dS47fO6RcbzfC1PL5IKeMpQ2Zox7xdQOGeItUsqB409PwFEJA3QUzdjpxHuJHxhhpQ1nQkl1TKd0mik5jw53R9xBQtVquDv6WDgxkRNMjgYJzZyVac/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"308 Congress St, Boston, MA 02210, USA",4.7,6510,42.3519736,-71.04968389999999,https://maps.google.com/?cid=17863338720095849923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BRU,Brussels,Belgium,Place Fountains Plein,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","May,June,September",https://places.googleapis.com/v1/places/ChIJvQ7ONMzFw0cRVEDm9z2hoNs/photos/AU_ZVEFAxHQyBg-cwCuUWWPunnrmCA4giC0NeM5iKVcCFYOer3m_5CA2NuCBnKkqTcgu-TkIqbOPD2gwRGwzJzRmw1CGMrxEaFnSvJXk3mA--Dp6jNTczgj7ttJj9dEMgdLr8TYbVvl7NQQmh0SSHWWZ4B3rchrW6TsBVCQ0JSXA3kDnHd7FSq49jCLeXgiiI6Tmp5lk6KZNYGrsRJpmiJQjRR3oFQL2Hj9B0hnCcwGAhDThxWj28P3I3BrvLvYybGk9YrsNSfdgK1rpBVHubskTrAX-7AUR68r3RB5iXOrTS4UC-8kLMJRYq396hX4xSbpus1p1jgN2dMj7wq2X6i-WwnQ70fwO2_RDrFOyIHylVP48ZniltQT1Xhgcv7Cy8JvPrsES41nSqK_X206CI1BEIz0CTI1NTO4lMJnLnS0JUbCoyaOOSenMM_hL1Z-3El5O/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"1000 Brussels, Belgium",4.3,47,50.842623499999995,4.3458498,https://maps.google.com/?cid=15825826378104062036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BRU,Brussels,Belgium,Lookout des Marolles,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","May,June,September",https://places.googleapis.com/v1/places/ChIJgcPEnLnFw0cRePZB1lJtDJA/photos/AU_ZVEERhCG4qpVF9fS79xTr2lKy5vcxlEeG6wVICdh3obQtbtAzegXHFg6uUScZ5tD09WnqEX5ic2QVEVw6H3zfl4s4iYgMrFhCyKaiwjzhsowU_ITgl6A2V8w4ZE8Xh3xdW9p5JNAdvH5YXDm8ovKNklSq27r38cFnvYuQwTf7g9mc8jaEv8VUhU_l3Z3dDXxmxnAgSGEyfyY03nLZKkyjOV-S-5K00x1ue5mCxVZg6i6hc6uMUWL9QnABpCbgZUbTyI71lGgo1B8E7eICoTXts9Z1jTKGNZeSBA50rL9NNz7NRQTAj6qSNKVpIvUmG80SPmi5Y8iTeG_W4XmyF18Vxr3FqkxUBEpQ1HpuktEDDQVTSqnX4p2V7QHcmFKzXtVPGpUSonHrMF-fj4xA7a2llJWZ_x8gWq1BhBRXALI5pelAir0J/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Rue des Minimes 66, 1000 Bruxelles, Belgium",4.6,72,50.838177099999996,4.3521355999999995,https://maps.google.com/?cid=10379791443731543672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CCU,Kolkata,India,Muhammad Ali Park,park,Compact urban space & host to an annual Hindu festival celebrated in fall with themed displays.,"park,tourist_attraction,point_of_interest,establishment","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJSU3OjLJ3AjoRCTbrrCz4wWQ/photos/AU_ZVEFuv_M9W-Qi7HUTrGjQBRssQ8zesV1nfAz9EmIdmOkZO0u_fXQ36gyDZn2Nb8JTrzaNdILMuCRrFFQcfcHRsMKLOvJGFOLCmrDhbjlTF3tIGI4DaaCBuYO0kP2Gs3Ly5gtAKXOudW53xKheBQOAyoE2__Nu1YDFmQmjbiHt8K4HgEqTtbE47jfk1zwUjSF2ZcqWO7I5kuOCvM0U_k02p5bVo8AXgRC5GECZzffJrNmxGpWqtG76UvskXGONkI-iUFt_cDEkM9YFJneW985ZV4uCOjkCp5_SL3ANldpQMti9XknSU-LThrkzV4tUUu3fL5p6sgLo8AYlMUcyeueaukbccKhzbXZQ8hp2DXEQ7LG5CRDgpXX7YaQWfzZgA0vIJO5iQ3DOMa-gh_R4_lpjZ4i3I3PHk48oovTCdDChRg1eeGND/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"H9G6+V7H, Chittaranjan Ave, Calcutta University, College Square, Kolkata, West Bengal 700073, India",4.2,21720,22.5771888,88.36073689999999,https://maps.google.com/?cid=7260356945061295625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CCU,Kolkata,India,Science City,museum,Interactive garden with a maze & children's play equipment at a landmark science & tech museum.,"museum,point_of_interest,establishment","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJk2fLCKJ2AjoR6FRD0CK_a2c/photos/AU_ZVEHLeGwQNJ39lzcWVHeZRCbctHDj4jBO0FNt9r0jUKwplZdPNMC3Vj5s9JnjW0AfXTYCoRWNENE6Ep-ka7PVHOTioutq1utRNXR2x_xXvKCHaVGRunXUcyXwDEzUwxu7xQwwjVWD_s8y4_NC33Tx44q5F06ap3EXG7BK8KljgM4Q7rbjv4UuWDsFQNPycVoPFkPOl6SsyBo-7x0GLnJ5Bk14TYXRFVCiwKW40ve_OE4phZDC07T0EFJ-ufAk6T3etOQ0vt9kg4JPDOk1NjAoFLRTTxE3rmC1OJ8nbi_h0sYzsv62qx9z4vtsXgPinHw9Om4w-3XI98cQrbdwuzeFLqokabnUIwgXDYfVSZfTVKZ-P0SeCv2lqW63_a1HlGWoK7KxbYgEyFh0iBMVfSqFoTfHVy4Slk-x_SKHJzWfdCxWLq3Z/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"JBS Haldane Ave, Mirania Gardens, East Topsia, Topsia, Kolkata, West Bengal 700046, India",4.4,99412,22.5420432,88.3960343,https://maps.google.com/?cid=7452260164658484456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CCU,Kolkata,India,Kolkata Police Museum,museum,Traditional venue housing weaponry & artifacts including those dating back to revolutionary times.,"museum,tourist_attraction,point_of_interest,establishment","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJbwhqakZ2AjoRu9BuPB0pbug/photos/AU_ZVEE2dC1VpwEczUuAYfDaZe3vaM11z4olXOxofbb9Y1FXcVREZddKi0NvtKmsxVyLW4YkLAYL0IKJ9gvRmzhjTrX-0RrxFFDEB9OFHOn7EGHvbyiqT5PGx1vRndZq6M1VuL7garWum8neUTB5nCE7x4BdHmPN22S3LBC2H0uuOBopuAi554SY2eCI5co-mYESwn4TBvO9BKT30srcP-OOlNz-vYkcoIvm6sJQhxR0eec14XxOLoGkpm1pvjJWEccTqQdVIm5-_wPTgBlFg9rquRWVUzQOjApiEEthfw33ES9gnw3OFLEaea1eBfUozgFMceudI7Nq8TRIkgmzaoV9p_9cyO2Adi-pAaRHrLsOvP-4RJpazFCtO0Q81VAWqk4X8RE1Hl6KgG6vL98igNGg1F6YKrqAmhsRKXBEr_nMAP7JLQ/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"113, Acharya Prafulla Chandra Roy Road, Machuabazar, Kolkata, West Bengal 700009, India",4.6,637,22.5827884,88.37375469999999,https://maps.google.com/?cid=16748369269782139067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CCU,Kolkata,India,Birla Industrial & Technological Museum,tourist_attraction,Museum housed in a historic building with exhibits & demonstrations devoted to science & technology.,"tourist_attraction,museum,point_of_interest,establishment","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJHdGb7dh2AjoRd6QfSLwczaU/photos/AU_ZVEE_LqOrykv_uLfYmoxIk9_9f_aJtGeHGACeyXOW5OdI1w2TpjCLhW16IXiCskM0bipVl5Ekm-JavdKH0y5LtIxl_dXfcoXfVFHm0uh2yREDUK88o62RzY5Jo4KrVomDKYrQI6z1UgKkLi499aLCLdnnrzJ2luLAjA0QZo47Tq8ippqv_gA78bCB3DpJiiwAVJOX5agJogqM37j-gWM7WpZHifl1-Rya0qLlXQ_N34gLu-oUJX-EtMfSqGWlIm0PechNJqHji7jMMxQmH7rhHHS36QSaOhu-yTrPRgcAHRVQbA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"19A, Gurusaday Road Near Ballygunge Ice Skating Rink, PHYSICS BLOCK, BIRLA INDUSTRIAL & TECHNOLOGICAL MUSEUM, 19a, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019, India",4.6,10015,22.534805,88.3637261,https://maps.google.com/?cid=11947236981473256567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CCU,Kolkata,India,"Vijaydurg Fort, Kolkata",tourist_attraction,"Named after British King, this riverside fortress is most famous for its 'black hole' prison cell.","tourist_attraction,point_of_interest,establishment","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJe918nXF3AjoRVq5ORgyx3iQ/photos/AU_ZVEHcHWg8iKfh-cpZFrN6LHJhNMgUulCxcJdhp_eH7Ncxm6mAGU6esnMDiyzcQKmm-aon3MSrxAFMPEsaDJ3o6SkezLK1CGeCcYlOi-1VjP0ZOovAmE_gmUvMY5so5hpup_-Fj6786lrlbgu1AQrqmfBK-At8-gf99FRflImMjl1an4zqwNDogPbgQtgv4UlybbD2wvjD4WfKWefvAWbJQ4PlLg6igVGmb3o0wgNramp68gzfDNPwSvdeWXMG9KCpEX218dLZFW1_rc4OV1dmp7r_7QOk4QNB4sEarIuNXieBpazJCfr4ZpTOCvhHLWn8r5g7hmuwFBLFl7I_MObRw1ENMp67-32_B8Un_LkPevK8so0a3lUNMSH9RC6tqeQApXCo9zU9RbqxVO76JR7TSPBNEogeskSkgp4meY6D_--6xw/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Maidan, Fort William, Hastings, Kolkata, West Bengal 700021, India",4.6,15881,22.5587655,88.3377644,https://maps.google.com/?cid=2656755496472456790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CCU,Kolkata,India,Marble Palace Zoo,zoo,,"zoo,point_of_interest,establishment","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJxbiqKJx3AjoR_gUUA5J30K8/photos/AU_ZVEH4oyb9_lJKaVMutHrc2nd56iRNNqBAZfuqe1G2f9sQl2y5GRzf3pylezgt3Y0KCaUMGxI-nwuL4sgJh5fcww8tY5b1-hvnUizzWKhcHhwqP5uqY4pm9I18A0_BGi2dr52zzsh2wCQsDYCdBAW-cmxrcIAz_oNWB4J6WbnbLCsUTxSv26thMyD0xdKsrhDH4AFlT8uF23BrhVovMCd-Pbw4LJDb260YhX4lfg4oJFQFcN2DBSG_VSxYHfzGaDTpdF-gFFQp3-lexMRn5yeh0PtL_LSopv25kWuBTwYrtPEVYPgZ0Ai8KwVShDhKWiO4P71NzUBQkd233RzmAa30DW0f5h3BJVXGbAyXsOXuMReGeiZM1N1OTkojkrUc1LjfkOevn-O7fWaKOSudsFK8QXYBgHgLRplReuAQaxndrBgITIg/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"46, Muktaram Babu St, opp. राम मंदिर, Raja Katra, Jorasanko, Kolkata, West Bengal 700007, India",4,127,22.582,88.3595,https://maps.google.com/?cid=12668757220793779710&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
